ImagePath,Right Upper-0,Left Upper-1,Left Lower-2,Right Lower-3,Labels
images/4dfbf278-1001_76.jpg,0,1,1,1,"[0, 1, 1, 1]"
images/19d96b6f-1001_77.jpg,0,1,1,1,"[0, 1, 1, 1]"
images/9f1bf3a8-1001_78.jpg,0,1,1,1,"[0, 1, 1, 1]"
images/8e5495a1-1001_79.jpg,1,1,1,0,"[1, 1, 1, 0]"
images/01f11f3f-1001_80.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/4199794d-1001_81.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/38be2964-1001_82.jpg,0,1,0,1,"[0, 1, 0, 1]"
images/a046544f-1001_83.jpg,0,1,0,1,"[0, 1, 0, 1]"
images/6f46bdf4-1001_84.jpg,0,1,0,0,"[0, 1, 0, 0]"
images/0d572c02-1001_85.jpg,0,1,1,1,"[0, 1, 1, 1]"
images/dfc6cac3-1001_127.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/5ca98252-1001_128.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/8f08e331-1001_129.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/b6ecb31d-1001_130.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/c2c5f4ea-1001_131.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/5815849a-1001_132.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/bf736eae-1001_97.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/102ac062-1001_98.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/a07987c3-1001_99.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/e638565b-1001_100.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/ca5fcede-1001_101.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/9e64382c-1001_102.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/f861e662-1001_103.jpg,1,0,1,0,"[1, 0, 1, 0]"
images/2dade901-1001_104.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/e3064d20-1001_105.jpg,1,0,1,1,"[1, 0, 1, 1]"
images/3abf65ba-1001_106.jpg,1,0,1,1,"[1, 0, 1, 1]"
images/9c26aa2c-1001_107.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/de4a0bc8-1001_108.jpg,0,1,0,1,"[0, 1, 0, 1]"
images/659fb564-1001_109.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/663ad099-1001_110.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/0a5776ca-1001_111.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/039c18b4-1001_112.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/e5e7745c-1001_113.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/54a1e6fa-1001_114.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/6c14a489-1001_115.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/4864fa9e-1001_116.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/68562cc1-1001_117.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/3dcfdf78-1001_118.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/1af48c3b-1001_119.jpg,0,0,1,0,"[0, 0, 1, 0]"
images/ee7fb075-1001_120.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/7fc7ad8b-1001_121.jpg,1,1,0,1,"[1, 1, 0, 1]"
images/5ee2f475-1001_122.jpg,1,1,0,1,"[1, 1, 0, 1]"
images/60849365-1001_123.jpg,1,1,0,1,"[1, 1, 0, 1]"
images/a9e24a34-1001_124.jpg,0,1,1,1,"[0, 1, 1, 1]"
images/a37ef02f-1001_125.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/28440630-1001_126.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/37fb4bf4-1001_199.jpg,0,0,1,0,"[0, 0, 1, 0]"
images/c3fb2f5f-1001_200.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/139d9e2d-1001_133.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/86833c41-1001_134.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/65c65fde-1001_135.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/27768267-1001_136.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/172ecc75-1001_137.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/54b85efe-1001_138.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/4da987ac-1001_139.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/d761468c-1001_140.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/b6b2e75f-1001_141.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/c72597f9-1001_142.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/c4884f0b-1001_143.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/969d37e5-1001_144.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/b666d56b-1001_145.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/79ebdc4b-1001_146.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/b946bef5-1001_147.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/6ca536e0-1001_148.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/73c5a904-1001_149.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/8719572c-1001_150.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/2ec75937-1001_151.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/4b2a83d1-1001_152.jpg,0,1,1,1,"[0, 1, 1, 1]"
images/ccaa4108-1001_153.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/8938a54f-1001_154.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/0688a244-1001_155.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/9ae45299-1001_156.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/5ed85400-1001_157.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/eec2ee3f-1001_158.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/2e5db441-1001_159.jpg,0,0,1,0,"[0, 0, 1, 0]"
images/7fdd27ab-1001_160.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/619eb792-1001_161.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/1dded7ed-1001_162.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/168a1449-1001_163.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/c2419d36-1001_164.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/05690cad-1001_165.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/ecac90c1-1001_166.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/7f7c731e-1001_167.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/4ccb9eba-1001_168.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/b6c787bb-1001_169.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/377883d5-1001_170.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/877458d0-1001_171.jpg,1,1,0,1,"[1, 1, 0, 1]"
images/5db855b4-1001_172.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/d60cee34-1001_173.jpg,0,1,1,1,"[0, 1, 1, 1]"
images/82cb771a-1001_174.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/e43fe29a-1001_175.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/26f193c2-1001_176.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/9ea1ad74-1001_177.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/91ba6c17-1001_178.jpg,0,1,1,0,"[0, 1, 1, 0]"
images/a676a66a-1001_179.jpg,1,0,0,0,"[1, 0, 0, 0]"
images/9168e549-1001_180.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/5e92657f-1001_181.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/1e402d78-1001_182.jpg,0,0,1,0,"[0, 0, 1, 0]"
images/0c4a9ce9-1001_183.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/a8dcd774-1001_184.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/072b06b2-1001_185.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/43903a9e-1001_186.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/644d5dbf-1001_187.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/1e5e6879-1001_188.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/4a403f68-1001_189.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/68bbe3ac-1001_190.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/918cd107-1001_191.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/53fdc1ce-1001_192.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/7edf8aef-1001_193.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/e14db4f5-1001_194.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/0d7e94e2-1001_195.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/77feb6bc-1001_196.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/a11beb12-1001_197.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/c0801184-1001_198.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/a3b621ef-1001_299.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/33640095-1001_300.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/cace3c64-1001_201.jpg,1,1,0,1,"[1, 1, 0, 1]"
images/92e07713-1001_202.jpg,1,1,0,1,"[1, 1, 0, 1]"
images/6366bdfd-1001_203.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/0b8db225-1001_204.jpg,1,0,0,1,"[1, 0, 0, 1]"
images/d4019b46-1001_205.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/0615c6b5-1001_206.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/fb871e19-1001_207.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/1aacd2c0-1001_208.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/6a310bf6-1001_209.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/141505a4-1001_210.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/2827cf54-1001_211.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/9df2c70d-1001_212.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/fef2eb69-1001_213.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/921dc542-1001_214.jpg,0,0,1,0,"[0, 0, 1, 0]"
images/4f39c9d8-1001_215.jpg,0,0,1,0,"[0, 0, 1, 0]"
images/148ffdbe-1001_216.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/2a2a09aa-1001_217.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/b395b248-1001_218.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/d38cb563-1001_219.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/75c1c3f6-1001_220.jpg,1,1,0,1,"[1, 1, 0, 1]"
images/76f5e84c-1001_221.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/dd54ed67-1001_222.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/9c039977-1001_223.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/5aebeff8-1001_224.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/98202eb0-1001_225.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/eeacaad3-1001_226.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/fa039f0b-1001_227.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/3619bdce-1001_228.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/e2afe9e4-1001_229.jpg,0,1,0,1,"[0, 1, 0, 1]"
images/5afdf7c4-1001_230.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/cedcfd60-1001_231.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/2d6a5a3a-1001_232.jpg,0,1,0,1,"[0, 1, 0, 1]"
images/4d826dbb-1001_233.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/14bda62f-1001_234.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/3732dfd3-1001_235.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/43a894ba-1001_236.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/1dcd5fe2-1001_237.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/ed0f44a0-1001_238.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/33365092-1001_239.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/582f0f53-1001_240.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/484f8d3d-1001_241.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/77f8878c-1001_242.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/b24db183-1001_243.jpg,1,1,0,1,"[1, 1, 0, 1]"
images/d9620444-1001_244.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/a7406c76-1001_245.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/58b7b704-1001_246.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/11c642e3-1001_247.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/84984f92-1001_248.jpg,0,0,1,0,"[0, 0, 1, 0]"
images/0361b24e-1001_249.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/83c7a33b-1001_250.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/0360a92b-1001_251.jpg,0,1,1,1,"[0, 1, 1, 1]"
images/e065c47f-1001_252.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/803afc47-1001_253.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/878bd9e6-1001_254.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/8582b9be-1001_255.jpg,1,0,0,1,"[1, 0, 0, 1]"
images/ad778e9c-1001_256.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/b480939a-1001_257.jpg,0,0,0,1,"[0, 0, 0, 1]"
images/778783bf-1001_258.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/ea70d148-1001_259.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/ed9b20b7-1001_260.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/dc91b1b5-1001_261.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/6ae41a95-1001_262.jpg,0,1,1,0,"[0, 1, 1, 0]"
images/c5558e69-1001_263.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/99cb028c-1001_264.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/ca2273a2-1001_265.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/99f527e4-1001_266.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/a72bf90b-1001_267.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/47c3720f-1001_268.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/e7efadfc-1001_269.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/71a72f45-1001_270.jpg,1,1,1,0,"[1, 1, 1, 0]"
images/ce4dd0f6-1001_271.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/0fa1862d-1001_272.jpg,1,1,0,1,"[1, 1, 0, 1]"
images/cc6591f7-1001_273.jpg,1,0,1,0,"[1, 0, 1, 0]"
images/6c2eaaf3-1001_274.jpg,1,1,0,1,"[1, 1, 0, 1]"
images/d4b7266f-1001_275.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/33826bce-1001_276.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/a0508fa3-1001_277.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/9517d9da-1001_278.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/e467779d-1001_279.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/51a8bc4c-1001_280.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/6b5929c5-1001_281.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/1e730d52-1001_282.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/dcec4aa8-1001_283.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/67bd25aa-1001_284.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/8e6a13f6-1001_285.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/52ce63f3-1001_286.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/d3d4b1b3-1001_287.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/52b49fed-1001_288.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/ed0b4b2c-1001_289.jpg,1,0,0,0,"[1, 0, 0, 0]"
images/63026c74-1001_290.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/00c00307-1001_291.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/6364daff-1001_292.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/c0d45abd-1001_293.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/460119cc-1001_294.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/1c260fab-1001_295.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/e7c06976-1001_296.jpg,1,0,0,1,"[1, 0, 0, 1]"
images/73e44947-1001_297.jpg,1,0,0,1,"[1, 0, 0, 1]"
images/f53b30d8-1001_298.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/ec890751-1001_319.jpg,1,1,0,0,"[1, 1, 0, 0]"
images/f740a3da-1001_320.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/62c735cf-1001_321.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/6fd62105-1001_322.jpg,1,0,1,1,"[1, 0, 1, 1]"
images/168c8879-1001_323.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/f1723c28-1001_324.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/68946f0b-1001_325.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/37d54ad8-1001_326.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/2abf5a64-1001_327.jpg,1,1,0,1,"[1, 1, 0, 1]"
images/6441dfbb-1001_328.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/ae27d595-1001_329.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/a9dcfe4b-1001_330.jpg,1,0,1,1,"[1, 0, 1, 1]"
images/f2670d9f-1001_331.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/9743172f-1001_332.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/1fd47dab-1001_333.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/05230ac9-1001_334.jpg,1,0,1,1,"[1, 0, 1, 1]"
images/4a621502-1001_335.jpg,1,0,1,1,"[1, 0, 1, 1]"
images/adf763ea-1001_336.jpg,0,1,1,0,"[0, 1, 1, 0]"
images/a0444485-1001_337.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/d52fc86f-1001_338.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/887c6397-1001_339.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/0a8af9aa-1001_340.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/2f9bdc8c-1001_341.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/1a925ff2-1001_342.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/3b35a658-1001_343.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/7d760610-1001_344.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/4785ab61-1001_345.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/746ed0ae-1001_346.jpg,1,0,0,1,"[1, 0, 0, 1]"
images/4663d0a5-1001_347.jpg,1,0,0,1,"[1, 0, 0, 1]"
images/cc161986-1001_348.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/545c5f74-1001_349.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/f25328ef-1001_350.jpg,0,0,1,0,"[0, 0, 1, 0]"
images/a1776d2d-1001_351.jpg,0,0,1,0,"[0, 0, 1, 0]"
images/572d7d05-1001_352.jpg,0,1,0,0,"[0, 1, 0, 0]"
images/a4fd12bd-1001_353.jpg,0,0,1,1,"[0, 0, 1, 1]"
images/48fcfab0-1001_354.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/68da1741-1001_355.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/e92819f2-1001_356.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/a629142d-1001_357.jpg,0,0,0,0,"[0, 0, 0, 0]"
images/eebc5c5b-1001_358.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/ec93d7e4-1001_359.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/f26a3609-1001_360.jpg,1,1,1,1,"[1, 1, 1, 1]"
images/490946f3-1001_361.jpg,1,1,1,1,"[1, 1, 1, 1]"
